Province,City,Area
KEPULAUAN RIAU,KUATAN SINGINGI,HULU KUANTAN
KEPULAUAN RIAU,KUATAN SINGINGI,INUMAN
KEPULAUAN RIAU,KUATAN SINGINGI,KUANTAN HILIR
KEPULAUAN RIAU,KUATAN SINGINGI,KUANTAN MUDIK
KEPULAUAN RIAU,KUATAN SINGINGI,KUANTAN TENGAH
KEPULAUAN RIAU,KUATAN SINGINGI,LOGAS TANAH DARAT
KEPULAUAN RIAU,KUATAN SINGINGI,PANGEAN
KEPULAUAN RIAU,KUATAN SINGINGI,SINGINGI
KEPULAUAN RIAU,KUATAN SINGINGI,SINGINGI HILIR
KEPULAUAN RIAU,KUATAN SINGINGI,KUANTAN HILIR SEBERANG
KEPULAUAN RIAU,KUATAN SINGINGI,PUCUK RANTAU
KEPULAUAN RIAU,KUATAN SINGINGI,SENTAJO RAYA
SULAWESI SELATAN,TAKALAR,GALESONG
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,BUKIT SANTUEI
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,CEMPAGA HULU
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,KOTA BESI
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,MENTAWA BARU
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,MENTAYA HILIR SELATAN
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,MENTAYA HILIR UTARA
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,MENTAYA HULU
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,PARENGGEAN
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,SERANAU
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,TELAWANG
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,TELUK SAMPIT
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,TELAGA ANTANG
JAWA TENGAH,UNGARAN,BANDUNGAN
JAMBI,SUNGAI PENUH,KUMUN DEBAI
JAMBI,SUNGAI PENUH,PESISIR BUKIT
JAMBI,SUNGAI PENUH,TANAH KAMPUNG
JAMBI,SUNGAI PENUH,SUNGAI BUNGKAL
JAMBI,SUNGAI PENUH,KOTO BARU-SUP
JAMBI,SUNGAI PENUH,PONDOK TINGGI
GORONTALO,SUWAWA,BONE-SUW
GORONTALO,SUWAWA,BONE RAYA
GORONTALO,SUWAWA,BONEPANTAI
GORONTALO,SUWAWA,BOTU PINGGE
GORONTALO,SUWAWA,BULANGO SELATAN
GORONTALO,SUWAWA,BULANGO TIMUR
GORONTALO,SUWAWA,BULANGO ULU
GORONTALO,SUWAWA,BULANGO UTARA
GORONTALO,SUWAWA,BULAWA
GORONTALO,SUWAWA,KABILA
GORONTALO,SUWAWA,KABILA BONE
GORONTALO,SUWAWA,TILONGKABILA
GORONTALO,SUWAWA,SUWAWA SELATAN
GORONTALO,SUWAWA,SUWAWA TENGAH
GORONTALO,SUWAWA,SUWAWA TIMUR
GORONTALO,SUWAWA,PINOGU
SULAWESI TENGGARA,SAREWIGADI,BARANGKA
SULAWESI TENGGARA,SAREWIGADI,KUSAMBI-SWG
SULAWESI TENGGARA,SAREWIGADI,LAWA
SULAWESI TENGGARA,SAREWIGADI,MAGINTI
SULAWESI TENGGARA,SAREWIGADI,NAPANO KUSAMBI
SULAWESI TENGGARA,SAREWIGADI,TIWORO KEPULAUAN
SULAWESI TENGGARA,SAREWIGADI,TIWORO TENGAH
SULAWESI TENGGARA,SAREWIGADI,TIWORO SELATAN
SULAWESI TENGGARA,SAREWIGADI,WADAGA
SULAWESI TENGGARA,SAREWIGADI,TIWORO UTARA
NUSA TENGGARA BARAT,SUMBAWA BESAR,MOYO HILIR
NUSA TENGGARA BARAT,SUMBAWA BESAR,SUMBAWA
NUSA TENGGARA BARAT,SUMBAWA BESAR,LAPE
NUSA TENGGARA BARAT,SUMBAWA BESAR,LABUHAN BADAS
NUSA TENGGARA BARAT,SUMBAWA BESAR,UNTER IWES
NUSA TENGGARA BARAT,SUMBAWA BESAR,LOPOK
NUSA TENGGARA BARAT,SUMBAWA BESAR,EMPANG
NUSA TENGGARA BARAT,SUMBAWA BESAR,ROPANG
NUSA TENGGARA BARAT,SUMBAWA BESAR,UTAN
NUSA TENGGARA BARAT,SUMBAWA BESAR,ALAS
NUSA TENGGARA BARAT,SUMBAWA BESAR,ALAS BARAT
NUSA TENGGARA BARAT,SUMBAWA BESAR,BATU LANTEH
NUSA TENGGARA BARAT,SUMBAWA BESAR,BUER
NUSA TENGGARA BARAT,SUMBAWA BESAR,LABANGKA
NUSA TENGGARA BARAT,SUMBAWA BESAR,LANTUNG
NUSA TENGGARA BARAT,SUMBAWA BESAR,LENANGGUAR
NUSA TENGGARA BARAT,SUMBAWA BESAR,LUNYUK
NUSA TENGGARA BARAT,SUMBAWA BESAR,MARONGE
NUSA TENGGARA BARAT,SUMBAWA BESAR,MOYO HULU
NUSA TENGGARA BARAT,SUMBAWA BESAR,MOYO UTARA
NUSA TENGGARA BARAT,SUMBAWA BESAR,ORONG TELU
NUSA TENGGARA BARAT,SUMBAWA BESAR,RHEE
KALIMANTAN TENGAH,TAMIANG LAYANG,AWANG
KALIMANTAN TENGAH,TAMIANG LAYANG,DUSUN TIMUR
KALIMANTAN TENGAH,TAMIANG LAYANG,DUSUN TENGAH
KALIMANTAN TENGAH,TAMIANG LAYANG,PAJU EPAT
KALIMANTAN TENGAH,TAMIANG LAYANG,PAKU
KALIMANTAN TENGAH,TAMIANG LAYANG,PATANGKEP TUTUI
KALIMANTAN TENGAH,TAMIANG LAYANG,KARUSENG JANANG
KALIMANTAN TENGAH,TAMIANG LAYANG,RAREN BATUAH
NUSA TENGGARA BARAT,LOMBOK UTARA,GANGGA
NUSA TENGGARA BARAT,LOMBOK UTARA,KAYANGAN
NUSA TENGGARA BARAT,LOMBOK UTARA,PEMENANG
NUSA TENGGARA BARAT,LOMBOK UTARA,BAYAN-TAN
NUSA TENGGARA BARAT,LOMBOK UTARA,TANJUNG
BENGKULU,SELUMA,AIR PERIUKAN
BENGKULU,SELUMA,LUBUK SANDI
BENGKULU,SELUMA,SELUMA BARAT
BENGKULU,SELUMA,SELUMA SELATAN
BENGKULU,SELUMA,SELUMA TIMUR
BENGKULU,SELUMA,SELUMA UTARA
BENGKULU,SELUMA,SEMIDANG ALAS
BENGKULU,SELUMA,SEMIDANG ALAS MARAS
BENGKULU,SELUMA,SUKARAJA-TAS
BENGKULU,SELUMA,TALO
BENGKULU,SELUMA,TALO KECIL
BENGKULU,SELUMA,ULU TALO
NUSA TENGGARA BARAT,SUMBAWA BARAT,JEREWEWH
NUSA TENGGARA BARAT,SUMBAWA BARAT,MALUK
NUSA TENGGARA BARAT,SUMBAWA BARAT,SEKONGKANG
NUSA TENGGARA BARAT,SUMBAWA BARAT,BRANG REA
NUSA TENGGARA BARAT,SUMBAWA BARAT,POTO TANO
NUSA TENGGARA BARAT,SUMBAWA BARAT,BRANG ENE
SULAWESI BARAT,TOBADAK,TOPOYO
SULAWESI BARAT,TOBADAK,TOBADAK
SULAWESI BARAT,TOBADAK,KAROSSA
SULAWESI BARAT,TOBADAK,PANGALE
SULAWESI BARAT,TOBADAK,BUDONG-BUDONG
SUMATERA SELATAN,EMPAT LAWANG,LINTANG KANAN
SUMATERA SELATAN,EMPAT LAWANG,MUARA PINANG
SUMATERA SELATAN,EMPAT LAWANG,PASEMAH AIR KERUH
SUMATERA SELATAN,EMPAT LAWANG,PENDOPO
SUMATERA SELATAN,EMPAT LAWANG,TALANG PADANG-TBI
SUMATERA SELATAN,EMPAT LAWANG,PENDOPO BARAT
SUMATERA SELATAN,EMPAT LAWANG,SIKAP DALAM
SUMATERA SELATAN,EMPAT LAWANG,SALING
RIAU,INDRAGIRI HILIR,BATANG TUAKA
RIAU,INDRAGIRI HILIR,CONCONG
RIAU,INDRAGIRI HILIR,ENOK
RIAU,INDRAGIRI HILIR,GAUNG
RIAU,INDRAGIRI HILIR,GAUNG ANAK SERKA
RIAU,INDRAGIRI HILIR,KATEMAN
RIAU,INDRAGIRI HILIR,KEMPAS
RIAU,INDRAGIRI HILIR,KEMUNING-TBL
RIAU,INDRAGIRI HILIR,KERITANG
RIAU,INDRAGIRI HILIR,KUALA INDRAGIRI
RIAU,INDRAGIRI HILIR,PELANGIRAN
RIAU,INDRAGIRI HILIR,PULAU BURUNG
RIAU,INDRAGIRI HILIR,RETEH
RIAU,INDRAGIRI HILIR,SUNGAI BATANG
RIAU,INDRAGIRI HILIR,TANAH MERAH-TBL
RIAU,INDRAGIRI HILIR,TELUK BELENGKONG
RIAU,INDRAGIRI HILIR,TEMPULING
JAWA TIMUR,TUBAN,JENU
JAWA TIMUR,TUBAN,PLUMPANG
JAWA TIMUR,TUBAN,WIDANG
JAWA TIMUR,TUBAN,GRABAGAN
JAWA TIMUR,TUBAN,MERAKURAK
JAWA TIMUR,TUBAN,MONTONG
JAWA TIMUR,TUBAN,PALANG
JAWA TIMUR,TUBAN,RENGAL
JAWA TIMUR,TUBAN,SEMANDING
JAWA TIMUR,TUBAN,SOKO
JAWA TIMUR,TUBAN,TAMBAKBOYO
JAWA TIMUR,TUBAN,SENORI
JAWA TIMUR,TUBAN,SINGGAHAN
JAWA TIMUR,TUBAN,KENDURUAN
JAWA TIMUR,TUBAN,PARENGAN
JAWA TIMUR,TUBAN,BANCAR
SULAWESI SELATAN,TAKALAR,GALESONG SELATAN
SULAWESI SELATAN,TAKALAR,GALESONG UTARA
SULAWESI SELATAN,TAKALAR,MANGARA BOMBANG
SULAWESI SELATAN,TAKALAR,MAPPAKASUNGGU
SULAWESI SELATAN,TAKALAR,PATALLASSANG
SULAWESI SELATAN,TAKALAR,POLOBANGKENG SELATAN
SULAWESI SELATAN,TAKALAR,POLOBANGKENG UTARA
SULAWESI SELATAN,TAKALAR,SANROBONE
NANGGROE ACEH DARUSSALAM,TAKENGON,KEBAYAKAN
NANGGROE ACEH DARUSSALAM,TAKENGON,BEBESEN
NANGGROE ACEH DARUSSALAM,TAKENGON,PEGASING
NANGGROE ACEH DARUSSALAM,TAKENGON,BIES
NANGGROE ACEH DARUSSALAM,TAKENGON,RUSIP ANTARA
NANGGROE ACEH DARUSSALAM,TAKENGON,SILIH NARA
NANGGROE ACEH DARUSSALAM,TAKENGON,KETOL
NANGGROE ACEH DARUSSALAM,TAKENGON,LINGE
NANGGROE ACEH DARUSSALAM,TAKENGON,ATU LINTANG
NANGGROE ACEH DARUSSALAM,TAKENGON,JAGONG JEGET
NANGGROE ACEH DARUSSALAM,TAKENGON,KUTE PANANG
NANGGROE ACEH DARUSSALAM,TAKENGON,BINTANG
JAWA TIMUR,TULUNG AGUNG,KAUMAN-TLA
JAWA TIMUR,TULUNG AGUNG,KEDUNG WARU
JAWA TIMUR,TULUNG AGUNG,GONDANG-TLA
JAWA TIMUR,TULUNG AGUNG,KARANG REJO
JAWA TIMUR,TULUNG AGUNG,NGANTRU
JAWA TIMUR,TULUNG AGUNG,NGUNUT
JAWA TIMUR,TULUNG AGUNG,PUCANGLABAN
JAWA TIMUR,TULUNG AGUNG,REJOTANGAN
JAWA TIMUR,TULUNG AGUNG,SENDANG
JAWA TIMUR,TULUNG AGUNG,SUMBERGEMPOL
JAWA TIMUR,TULUNG AGUNG,TANGGUNG GUNUNG
JAWA TIMUR,TULUNG AGUNG,BANDUNG-TLA
JAWA TIMUR,TULUNG AGUNG,BESUKI-TLA
JAWA TIMUR,TULUNG AGUNG,BONYOLANGU
JAWA TIMUR,TULUNG AGUNG,CAMPUR DARAT
JAWA TIMUR,TULUNG AGUNG,PAKEL
JAWA TIMUR,TULUNG AGUNG,KALIDAWIR
KALIMANTAN BARAT,KAYONG UTARA,PULAU MAYA KARIMATA
KALIMANTAN BARAT,KAYONG UTARA,SIMPANG HILIR
KALIMANTAN BARAT,KAYONG UTARA,SUKADANA-TLM
KALIMANTAN BARAT,KAYONG UTARA,TELUK BATANG
KALIMANTAN BARAT,KAYONG UTARA,KEPULAUAN KARIMATA
KALIMANTAN TIMUR,PASER,BATU SOPANG
KALIMANTAN TIMUR,PASER,KUARO
KALIMANTAN TIMUR,PASER,TANAH GROGOT
KALIMANTAN TIMUR,PASER,LONG IKIS
KALIMANTAN TIMUR,PASER,LONG KALI
KALIMANTAN TIMUR,PASER,MUARA KOMAM
JAWA TENGAH,TEMANGGUNG,BULU-TNU
JAWA TENGAH,TEMANGGUNG,KALORAN
JAWA TENGAH,TEMANGGUNG,KANDANGAN-TNU
JAWA TENGAH,TEMANGGUNG,KRANGGAN
JAWA TENGAH,TEMANGGUNG,PRINGSURAT
JAWA TENGAH,TEMANGGUNG,SELOPAMPANG
JAWA TENGAH,TEMANGGUNG,TEMBARAK
JAWA TENGAH,TEMANGGUNG,TLOGOMULYO
JAWA TENGAH,TEMANGGUNG,TRETEP
JAWA TENGAH,TEMANGGUNG,WONOBOYO
JAWA TENGAH,TEMANGGUNG,BANASARI
JAWA TENGAH,TEMANGGUNG,BEJEN
JAWA TENGAH,TEMANGGUNG,CANDIROTO
JAWA TENGAH,TEMANGGUNG,GEMAWANG
JAWA TENGAH,TEMANGGUNG,KLEDUNG
JAWA TENGAH,TEMANGGUNG,NGADIREJO
JAWA TENGAH,TEMANGGUNG,PARAKAN
BALI,TABANAN,KEDIRI-TNW
BALI,TABANAN,MARGA
BALI,TABANAN,PENEBEL
BALI,TABANAN,KERAMBITAN
BALI,TABANAN,PUPUAN
BALI,TABANAN,SELEMADEG BARAT
BALI,TABANAN,SELEMADEG TIMUR
BALI,TABANAN,BATURITI
BANGKA BELITUNG,BANGKA SELATAN,AIR GEGAS
BANGKA BELITUNG,BANGKA SELATAN,LEPAR PONGOK
BANGKA BELITUNG,BANGKA SELATAN,PAYUNG-TOB
BANGKA BELITUNG,BANGKA SELATAN,PULAU BESAR
BANGKA BELITUNG,BANGKA SELATAN,SIMPANG RIMBA
BANGKA BELITUNG,BANGKA SELATAN,TUKAK SADAI
BANGKA BELITUNG,BANGKA SELATAN,BATU BETUMPANG
BANGKA BELITUNG,BANGKA SELATAN,KEPULAUAN PONGOK
NANGGROE ACEH DARUSSALAM,ACEH SELATAN,BAKONGAN
NANGGROE ACEH DARUSSALAM,ACEH SELATAN,KLUET SELATAN
NANGGROE ACEH DARUSSALAM,ACEH SELATAN,KLUET TENGAH
NANGGROE ACEH DARUSSALAM,ACEH SELATAN,KLUET TIMUR
NANGGROE ACEH DARUSSALAM,ACEH SELATAN,KLUET UTARA
NANGGROE ACEH DARUSSALAM,ACEH SELATAN,LABUHAN HAJI-TPK
NANGGROE ACEH DARUSSALAM,ACEH SELATAN,LABUHAN HAJI BARAT
PAPUA,MAPPI,SYAHCAME
NUSA TENGGARA TIMUR,BELU,ATAMBUA SELATAN
PAPUA,NABIRE,SIRIWO-NBX
NANGGROE ACEH DARUSSALAM,NAGAN RAYA,KUALA-SBS
PAPUA,NDUGA,YIGI
PAPUA,NDUGA,MAM
PAPUA,NDUGA,WUSI
JAMBI,JAMBI,PASAR JAMBI
NUSA TENGGARA BARAT,KAB.BIMA,TAMBORA-WHO
PAPUA BARAT,KAB.SORONG,KLAYILI
NUSA TENGGARA TIMUR,KALABAHI,PANTAR BARAT LAUT
SUMATERA UTARA,KARO,KABANJAHE
SULAWESI TENGGARA,KENDARI,WUA-WUA
SULAWESI UTARA,KEPULAUAN SIAU,SIAU TENGAH
MALUKU UTARA,KEPULAUAN TALIABU,TALIABU SELATAN
KALIMANTAN SELATAN,KOTABARU,KELUMPANG SELATAN
KALIMANTAN SELATAN,KOTABARU,PULAU LAUT TANJUNG SELAYAR
NUSA TENGGARA TIMUR,KUPANG,FATULEU BARAT
SUMATERA BARAT,PADANG PARIAMAN,II X XI VI LINGKUNG
SULAWESI SELATAN,PINRANG,CEMPA
MALUKU,SERAM BAGIAN BARAT,SERAM BARAT
SUMATERA BARAT,PASAMAN BARAT,BALINGKA
SULAWESI TENGAH,POSO,LAGE
SULAWESI TENGAH,POSO,PAMONA PUSELEMBA
JAWA TIMUR,PASURUAN,REJOSO-PSR
KALIMANTAN BARAT,KAPUAS HULU,BATANG LUPAR
JAWA BARAT,SUBANG,DAWUAN-SBG
JAWA BARAT,SUBANG,CIATER
SUMATERA UTARA,PADANG LAWAS,LUBUK BARUMUN
JAWA TIMUR,SIDOARJO,WONOAYU
KALIMANTAN TIMUR,SENDAWAR,MELAK
PAPUA,SERUI,POOM
PAPUA,SERUI,PULAU YERUI
JAMBI,TANJUNG JABUNG TIMUR,NIPAH PANJANG
KALIMANTAN UTARA,MALINAU,MALINAU SELATAN HILIR
BENGKULU,MUKO-MUKO,MUKO MUKO SELATAN _ IPUH
MALUKU,BURU,TELUK KAIELY
JAWA TIMUR,NGASEM,KRAS
KALIMANTAN UTARA,NUNUKAN,SEI MENGGARIS
BALI,JEMBRANA,PEKUTATAN
PAPUA,PEGUNUNGAN BINTANG,BORME
KALIMANTAN BARAT,NGABANG,MENJALIN
JAWA TIMUR,NGANJUK,REJOSO-NGK
JAWA TIMUR,NGAWI,GENENG
JAWA BARAT,BANDUNG,BANDUNG KIDUL
SULAWESI TENGAH,BANGGAI KEPULAUAN,PELING TENGAH
PAPUA,PEGUNUNGAN BINTANG,MOFINOP
PAPUA,PEGUNUNGAN BINTANG,PAMEK
SULAWESI SELATAN,PANGKAJENE,TONDONG TALLASA
RIAU,ROKAN HULU,BONAI DARUSSALAM
RIAU,ROKAN HULU,UJUNG BATU
JAWA TIMUR,PACITAN,TEGALOMBO
SUMATERA UTARA,LANGKAT,SAWIT SEBERANG
PAPUA,PANIAI,WEGEE MUKA
PAPUA,PANIAI,WEGEE BINO
PAPUA,PANIAI,MUYE
PAPUA,PANIAI,NAKAMA
PAPUA,PANIAI,TELUK DEYA
PAPUA,PUNCAK,SINAK BARAT
PAPUA,PUNCAK,MAGE ABUME
PAPUA,PUNCAK,LAMBEWI
JAWA TIMUR,PAMEKASAN,LARANGAN-PKS
KALIMANTAN TENGAH,PALANGKARAYA,RAKUMPIT
SULAWESI BARAT,MAMASA,BAMBANG
SULAWESI BARAT,MAMASA,BUNTUMALANGKA
JAWA TIMUR,PANDAAN,PRIGEN
KEPULAUAN RIAU,NATUNA,PULAU LAUT
SULAWESI TENGGARA,MUNA,KABAWO
SULAWESI TENGGARA,MUNA,TOWEA
RIAU,INDRAGIRI HULU,PASIR PENYU
BANTEN,LEBAK,SAJIRA
BANTEN,LEBAK,PANGGARANGAN
SUMATERA UTARA,LABUAN BATU,BILAH HULU
SUMATERA UTARA,LABUAN BATU,PANAI TENGAH
SULAWESI UTARA,MINAHASA TENGGARA,RATAHAN TIMUR
SULAWESI SELATAN,TORAJA UTARA,RANTEPAO
KALIMANTAN SELATAN,RANTAU(BANJARMASIN),CANDI LARAS SELATAN
SULAWESI TENGGARA,BOMBANA,POLEANG
SUMATERA UTARA,TAPANULI TENGAH,BARUS
SUMATERA UTARA,TAPANULI TENGAH,SUKA BANGUN
JAWA BARAT,PELABUHAN RATU,CIKAKAK
BANTEN,PANDEGLANG,CIPEUCANG
BANTEN,PANDEGLANG,SINDANG RESMI
BANTEN,PANDEGLANG,CIBITUNG-PGL
JAWA BARAT,PANGANDARAN,LANGKAPLANCAR
SULAWESI TENGAH,PARIGI MOUTONG,TAOPA
SUMATERA SELATAN,BANYUASIN,MAKARTI JAYA
RIAU,PELALAWAN,BANDAR PETALANGAN
LAMPUNG,WAY KANAN,NEGARA BATIN
KALIMANTAN BARAT,SANGGAU,KEMBAYAN
PAPUA,SARMI,PANTAI TIMUR BARAT
KALIMANTAN BARAT,SAMBAS,GALING
KALIMANTAN BARAT,SAMBAS,SEMPARUK
JAWA TIMUR,SITUBONDO,BUNGATAN
JAWA BARAT,SUBANG,CIPUNAGARA
SUMATERA UTARA,SERDANG BEDAGAI,PANTAI CERMIN-SER
PAPUA,SENTANI,NIMBORAN
BALI,BULELENG,GEROKGAK
NANGGROE ACEH DARUSSALAM,SIGLI,DELIMA
NANGGROE ACEH DARUSSALAM,SIGLI,MANE
SULAWESI SELATAN,GOWA,MANUJU
JAWA TENGAH,PATI,MARGOYOSO
KALIMANTAN TENGAH,MURUNG RAYA,TANAH SIANG SELATAN
JAWA TENGAH,PURBALINGGA,KARANGJAMBU
JAWA TENGAH,PURWOREJO,BAYAN-PWJ
JAWA BARAT,PURWAKARTA,TEGAL WARU
JAWA BARAT,PURWAKARTA,KIARAPEDES
JAWA TENGAH,BANYUMAS,SOKARAJA
JAWA TENGAH,BANYUMAS,BANYUMAS-PWO
SULAWESI BARAT,POLEWALI,LIMBORO
NUSA TENGGARA BARAT,LOMBOK,BATU KLIANG UTARA
SUMATERA UTARA,MANDAILING NATAL,PANYABUNGAN UTARA
SUMATERA SELATAN,MUSI RAWAS,MUARA KELINGI
GORONTALO,MARISA,PATILANGGIO
SUMATERA SELATAN,MUSI RAWAS UTARA,KARANG JAYA-MRU
SULAWESI SELATAN,MASAMBA,SABBANG
MALUKU,MALUKU TENGAH,SERAM UTARA
LAMPUNG,MESUJI,RAWA JITU UTARA
KALIMANTAN SELATAN,MARTAPURA(BANJARMASIN),ALUH-ALUH
JAWA TIMUR,MAGETAN,PONCOL
SUMATERA SELATAN,MUARA DUA,KISAM ILIR
JAWA TENGAH,MUNGKID,WINDUSARI-MUG
SUMATERA UTARA,NIAS UTARA,LAHEWA TIMUR
SUMATERA UTARA,NIAS UTARA,AFULU
NANGGROE ACEH DARUSSALAM,LHOKSUKON,DEWANTARA
NANGGROE ACEH DARUSSALAM,LHOKSUKON,NIBONG
LAMPUNG,LAMPUNG BARAT,GEDUNG SURIAN
MALUKU UTARA,HALMAHERA TIMUR,MABA TENGAH
SULAWESI SELATAN,TANA TORAJA,MAPPAK
KALIMANTAN SELATAN,TANAH BUMBU,KURANJI-BLN
RIAU,KAMPAR,GUNUNG SAHILAN
RIAU,KAMPAR,TAPUNG
PAPUA,BOVEN DIGOEL,FIRIWAGE
PAPUA,BOVEN DIGOEL,KAWAGIT
SULAWESI SELATAN,BANTAENG,BISSAPPU
SULAWESI SELATAN,BULUKUMBA,GANTARANG
JAWA TENGAH,BOYOLALI,KLEGO
SUMATERA BARAT,TANAH DATAR,PARIANGAN
JAWA TIMUR,CARUBAN,SAWAHAN-CAB
BANTEN,CIPUTAT,SETU-CIP
BENGKULU,LEBONG,RIMBO PENGADANG
GORONTALO,KAB.GORONTALO,BONGOMEME-LBO
NUSA TENGGARA TIMUR,LEWOLEBA,NUBATUKAN
MALUKU,MALUKU TENGGARA,KEI KECIL TIMUR
SUMATERA UTARA,NIAS BARAT,GIDO
SUMATERA SELATAN,LAHAT,KOTA AGUNG
KEPULAUAN RIAU,LINGGA,LINGGA
NUSA TENGGARA TIMUR,LARANTUKA,TANJUNG BUNGA
JAWA TIMUR,LAMONGAN,KARANGBINANGUN
JAWA TIMUR,LAMONGAN,MADURAN
JAWA TIMUR,LUMAJANG,JATIROTO-LMJ
SUMATERA BARAT,LIMAPULUH KOTA,BUKIK BARISAN
SUMATERA SELATAN,MUARA ENIM,TANJUNG AGUNG
BENGKULU,MANNA,SEGINIM
NUSA TENGGARA TIMUR,MAUMERE,NELLE
JAMBI,MUARA BUNGO,BUNGO DANI
JAMBI,MUARA BUNGO,BATHIN II BABEKO
KALIMANTAN SELATAN,MARABAHAN,JEJANGKIT
SULAWESI TENGAH,MOROWALI UTARA,SOYO JAYA
JAWA BARAT,KUNINGAN,SIDANGAGUNG
JAWA BARAT,KUNINGAN,KARANGKANCANA
PAPUA,JAYAWIJAYA,MOLAGALOME
PAPUA,JAYAWIJAYA,MULIAMA
PAPUA,JAYAWIJAYA,NAPUA
PAPUA,JAYAWIJAYA,PIRAMID
PAPUA,JAYAWIJAYA,PISUGI
PAPUA,JAYAWIJAYA,POPUGOBA
PAPUA,JAYAWIJAYA,SIEPKOSI
PAPUA,JAYAWIJAYA,SILO KARNO DOGA
PAPUA,JAYAWIJAYA,TAELAREK
PAPUA,JAYAWIJAYA,TAGIME-WMX
PAPUA,JAYAWIJAYA,TAGINERI-WMX
PAPUA,JAYAWIJAYA,TRIKORA
PAPUA,JAYAWIJAYA,USILIMO
PAPUA,JAYAWIJAYA,WADANGKU
PAPUA,JAYAWIJAYA,WALAIK
PAPUA,JAYAWIJAYA,WAME
PAPUA,JAYAWIJAYA,WELESIT
PAPUA,JAYAWIJAYA,WITA WAYA
PAPUA,JAYAWIJAYA,WOUMA
JAWA TENGAH,WONOSOBO,GARUNG
JAWA TENGAH,WONOSOBO,KALIWIRO
JAWA TENGAH,WONOSOBO,KEJAJAR
JAWA TENGAH,WONOSOBO,LEKSONO
JAWA TENGAH,WONOSOBO,MOJOTENGAH
JAWA TENGAH,WONOSOBO,SELOMERTO
JAWA TENGAH,WONOSOBO,SUKOHARJO-WNB
JAWA TENGAH,WONOSOBO,WADASLINTANG
JAWA TENGAH,WONOSOBO,KALIKAJAR
JAWA TENGAH,WONOSOBO,KERTEK
JAWA TENGAH,WONOSOBO,SAPURAN
JAWA TENGAH,WONOSOBO,KALIBAWANG-WNB
JAWA TENGAH,WONOSOBO,KEPIL
D.I. YOGYAKARTA,WONOSARI,NGLIPAR
D.I. YOGYAKARTA,WONOSARI,PLAYEN
D.I. YOGYAKARTA,WONOSARI,PATUK
D.I. YOGYAKARTA,WONOSARI,PALIYAN
D.I. YOGYAKARTA,WONOSARI,PANGGANG
D.I. YOGYAKARTA,WONOSARI,TEPUS
D.I. YOGYAKARTA,WONOSARI,SEMANU
D.I. YOGYAKARTA,WONOSARI,PONJONG
D.I. YOGYAKARTA,WONOSARI,RONGKOP
D.I. YOGYAKARTA,WONOSARI,SEMIN
D.I. YOGYAKARTA,WONOSARI,NGAWEN-WNO
D.I. YOGYAKARTA,WONOSARI,GEDANGSARI
D.I. YOGYAKARTA,WONOSARI,SAPTOSARI
D.I. YOGYAKARTA,WONOSARI,GIRISUBO
D.I. YOGYAKARTA,WONOSARI,TANJUNGSARI-WNO
D.I. YOGYAKARTA,WONOSARI,PURWOSARI-WNO
SULAWESI SELATAN,BONE,AJANGALE
SULAWESI SELATAN,BONE,AMALI
SULAWESI SELATAN,BONE,AWANGPONE
SULAWESI SELATAN,BONE,BENGO
SULAWESI SELATAN,BONE,BONTOCANI
SULAWESI SELATAN,BONE,CENRANA-WPE
SULAWESI SELATAN,BONE,CINA
SULAWESI SELATAN,BONE,DUA BOCCOE
SULAWESI SELATAN,BONE,KAHU
SULAWESI SELATAN,BONE,KAJUARA
SULAWESI SELATAN,BONE,LAMURU
SULAWESI SELATAN,BONE,LAPPARIAJA
SULAWESI SELATAN,BONE,LIBURENG
SULAWESI SELATAN,BONE,MARE-WPE
SULAWESI SELATAN,BONE,PALAKKA
SULAWESI SELATAN,BONE,PONRE
RIAU,ROKAN HILIR,BALAI JAYA
JAMBI,JAMBI,PAAL MERAH
MALUKU,KEPULAUAN ARU,ARU SELATAN UTARA
SULAWESI SELATAN,ENREKANG,ANGGERAJA TIMUR
DKI JAKARTA,JAKARTA,KEPULAUAN SERIBU UTARA
PAPUA,PUNCAK JAYA,LUMO
BANGKA BELITUNG,PANGKAL PINANG,GIRIMAYA
PAPUA BARAT,KAB.SORONG,SALAWATI TIMUR
SULAWESI TENGGARA,SAREWIGADI,WA DAGA
PAPUA BARAT,SORONG SELATAN,SALKMA
BANTEN,TANGERANG,LARANGAN-TGR
JAMBI,JAMBI,ALAM BARAJO
BANGKA BELITUNG,BANGKA BARAT,MUNTOK
SULAWESI SELATAN,BONE,SALOMEKKO
SULAWESI SELATAN,BONE,SIBULUE
SULAWESI SELATAN,BONE,TANETE RIATTANG
SULAWESI SELATAN,BONE,TANETE RIATTANG BARAT
